Date,Price,Url,Description
24/5,525.000 kr.,http://www.dba.dk/4700-ejerlejlighed-vaer-45/id-100823473/,"4700 Ejerlejlighed, vær, 45, Odensevej 50, 1969, 2426, 2022, 30000"
24/5,4.595.000 kr.,http://www.dba.dk/8000-ejerlejlighed-5-136/id-101236279/,"8000 Ejerlejlighed, 5, 136, Bülowsgade 14B, 1884, bt. kr, nt. kr, ub. kr"
24/5,1.075.000 kr.,http://www.dba.dk/9330-4-146-900-1973/id-101236278/,"9330 4, 146, 900, 1973, Slettensvej 5, 4869, 4026, 55000, Villa"
24/5,1.895.000 kr.,http://www.dba.dk/7441-8-251-593-1920/id-94882983/,"7441 8, 251, 593, 1920, Bredgade 29, 8625, 7220, 95000, Villa"
24/5,3.450.000 kr.,http://www.dba.dk/2942-ejerlejlighed-4-100/id-100823468/,"2942 Ejerlejlighed, 4, 100, Skodsborg Strandvej 153, 1tv., 1935, 15621, 13305, 175000"
24/5,1.495.000 kr.,http://www.dba.dk/7080-4-128-788-1960/id-93926382/,"7080 4, 128, 788, 1960, Toftevej 14, 6768, 5744, 75000, Villa"
24/5,695.000 kr.,http://www.dba.dk/4470-2-90-530-1939/id-97495911/,"4470 2, 90, 530, 1939, Rugtvedvej 16, 3147, 2636, 35000, Villa"
24/5,1.995.000 kr.,http://www.dba.dk/5900-12-432-2399-1909/id-94343486/,"5900 12, 432, 2399, 1909, Langegade 18 og 18A, 9077, 7413, 100000, Villa"
24/5,4.750.000 kr.,http://www.dba.dk/4600-ejerlejlighed-3-124/id-101236271/,"4600 Ejerlejlighed, 3, 124, Strandpromenaden 55, 2tv, 301, 2017, 21635, 18149, 240000"
24/5,1.245.000 kr.,http://www.dba.dk/6400-5-137-721-1970/id-101236265/,"6400 5, 137, 721, 1970, Hybenvej 1, 5699, 4732, 65000, Villa"
24/5,2.600.000 kr.,http://www.dba.dk/4621-landejendom-4-135/id-101236262/,"4621 Landejendom, 4, 135, 10000, 1950, Ramsøvejen 36, 12432, 10186, 130000"
24/5,1.995.000 kr.,http://www.dba.dk/8200-ejerlejlighed-2-63/id-101236267/,"8200 Ejerlejlighed, 2, 63, Skovvangsvej 62, 3tv, 1950, 8895, 7505, 100000"
24/5,5.095.000 kr.,http://www.dba.dk/9400-ejerlejlighed-4-143/id-101236264/,"9400 Ejerlejlighed, 4, 143, Mellem Broerne 17, 2mf., 2006, 22972, 19114, 255000"
24/5,1.225.000 kr.,http://www.dba.dk/4450-3-87-395-1930/id-101236205/,"4450 3, 87, 395, 1930, Skolevej 5, 5627, 4709, 65000, Villa"
24/5,1.725.000 kr.,http://www.dba.dk/9900-ejerlejlighed-2-101/id-101236105/,"9900 Ejerlejlighed, 2, 101, Nordre Skanse 35, 1th, 2007, 7907, 6564, 90000"
24/5,4.300.000 kr.,http://www.dba.dk/7330-9-266-4493-2008/id-101236109/,"7330 9, 266, 4493, 2008, Nørrekær 3, 19492, 16251, 215000, Villa"
24/5,3.300.000 kr.,http://www.dba.dk/2650-5-161-640-1974/id-101236093/,"2650 5, 161, 640, 1974, Hvidovreskellet 25, 14807, 12403, 165000, Villa"
24/5,450.000 kr.,http://www.dba.dk/3700-3-91-481-1948/id-101236091/,"3700 3, 91, 481, 1948, Kærbyvej 13, 2077, 1715, 25000, Villa"
24/5,1.598.000 kr.,http://www.dba.dk/6740-8-214-776-1969/id-101236088/,"6740 8, 214, 776, 1969, Engparken 18, 7350, 6135, 80000, Villa"
24/5,1.195.000 kr.,http://www.dba.dk/7800-4-162-700-1974/id-101236089/,"7800 4, 162, 700, 1974, Banevænget 2B, 5469, 4544, 60000, Villa"
24/5,1.465.000 kr.,http://www.dba.dk/7755-5-150-15954-1912/id-101236090/,"7755 5, 150, 15954, 1912, Oddesundvej 232, 6674, 5535, 75000, Villa"
24/5,925.000 kr.,http://www.dba.dk/6230-4-127-838-1967/id-94882935/,"6230 4, 127, 838, 1967, Vestertoft 34, 4223, 3508, 50000, Villa"
24/5,1.095.000 kr.,http://www.dba.dk/6430-4-108-568-2011/id-94343457/,"6430 4, 108, 568, 2011, Tingholm 78, 4916, 4102, 55000, Villa"
24/5,435.000 kr.,http://www.dba.dk/8585-931-havet-98-a/id-90645045/,"8585 931, Havet 98 A, Helårsgrund, bt. kr, nt. kr, 435000"
24/5,895.000 kr.,http://www.dba.dk/5771-4-121-1654-1894/id-93382789/,"5771 4, 121, 1654, 1894, Rødmevej 15, 4090, 3363, 45000, Villa"
24/5,895.000 kr.,http://www.dba.dk/5642-3-166-713-1972/id-100823423/,"5642 3, 166, 713, 1972, Søvænget 18, 4107, 3395, 45000, Villa"
24/5,3.795.000 kr.,http://www.dba.dk/2880-4-128-722-1959/id-100823406/,"2880 4, 128, 722, 1959, Jægergangen 12, 17016, 14423, 190000, Villa"
24/5,2.549.000 kr.,http://www.dba.dk/5230-7-163-643-1968/id-100823400/,"5230 7, 163, 643, 1968, Ølstedgårdvej 30, 11437, 9617, 130000, Villa"
24/5,1.125.000 kr.,http://www.dba.dk/4780-3-112-1099-1875/id-97800617/,"4780 3, 112, 1099, 1875, Frenderupgade 22, 5592, 4472, 60000, Villa"
24/5,845.000 kr.,http://www.dba.dk/4862-4-124-706-1954/id-101607682/,"4862 4, 124, 706, 1954, Sundvej 3, 3838, 3166, 45000, Villa"
24/5,1.295.000 kr.,http://www.dba.dk/6830-7-192-856-1970/id-101607681/,"6830 7, 192, 856, 1970, Vestergårds Fenne 4, 5972, 4995, 65000, Villa"
24/5,3.495.000 kr.,http://www.dba.dk/3450-raekkehus-4-127-238/id-101607674/,"3450 Rækkehus, 4, 127, 238, 2018, Drabæk Huse 31, 15835, 13320, 175000"
24/5,2.795.000 kr.,http://www.dba.dk/7100-landejendom-6-165/id-101607673/,"7100 Landejendom, 6, 165, 125650, 1900, Holtumvej 58, 12756, 10772, 140000"
24/5,699.000 kr.,http://www.dba.dk/9881-4-120-4850-1905/id-100823297/,"9881 4, 120, 4850, 1905, Trynbakkevej 9 A, 3226, 2675, 35000, Villa"
24/5,1.150.000 kr.,http://www.dba.dk/8000-ejerlejlighed-vaer-46/id-101607652/,"8000 Ejerlejlighed, vær, 46, Marselis Boulevard 34, 5mf, 1967, 5196, 4384, 60000"
24/5,1.350.000 kr.,http://www.dba.dk/4873-3-80-914-1938-boetoevej/id-93213657/,"4873 3, 80, 914, 1938, Bøtøvej 158, 6154, 5109, 70000, Villa"
24/5,3.295.000 kr.,http://www.dba.dk/3450-raekkehus-4-120-176/id-101607624/,"3450 Rækkehus, 4, 120, 176, 2018, Drabæk Huse 12, 14932, 12561, 165000"
24/5,1.595.000 kr.,http://www.dba.dk/6630-6-255-1058-1928/id-97800549/,"6630 6, 255, 1058, 1928, Københovedvej 65, 7282, 6062, 80000, Villa"
24/5,3.195.000 kr.,http://www.dba.dk/2770-3-87-692-1939/id-101607614/,"2770 3, 87, 692, 1939, Sandkåsvej 12, 14386, 12263, 160000, Villa"
24/5,3.295.000 kr.,http://www.dba.dk/2300-ejerlejlighed-3-91/id-101607612/,"2300 Ejerlejlighed, 3, 91, C.F. Møllers Allé 10, 4TV, 2007, 14890, 12545, 165000"
24/5,4.195.000 kr.,http://www.dba.dk/5250-6-286-2188-1973/id-101607600/,"5250 6, 286, 2188, 1973, Fredens Allé 20, 19154, 16077, 210000, Villa"
24/5,1.695.000 kr.,http://www.dba.dk/8930-6-164-841-1975/id-97800547/,"8930 6, 164, 841, 1975, Fjordbakken 28, 7793, 6502, 85000, Villa"
24/5,325.000 kr.,http://www.dba.dk/4180-1320-lorupvej-4/id-100565016/,"4180 1320, Lorupvej 4, Helårsgrund, 1694, 1341, 25000"
24/5,1.747.000 kr.,http://www.dba.dk/7870-8-195-733-1971/id-99870845/,"7870 8, 195, 733, 1971, Vanddalen 8, 7904, 6569, 90000, Villa"
24/5,985.000 kr.,http://www.dba.dk/5935-4-117-1460-1877/id-101607598/,"5935 4, 117, 1460, 1877, Vestervej 19, 4498, 3671, 50000, Villa"
24/5,2.395.000 kr.,http://www.dba.dk/2500-ejerlejlighed-2-76/id-101607599/,"2500 Ejerlejlighed, 2, 76, Vigerslevvej 245, 1tv, 2017, 10870, 9157, 120000"
24/5,1.095.000 kr.,http://www.dba.dk/8700-4-99-846-1877/id-90676867/,"8700 4, 99, 846, 1877, Hanstedvej 44, 5012, 4176, 55000, Villa"
24/5,1.495.000 kr.,http://www.dba.dk/9230-10-264-1081-1932/id-101607592/,"9230 10, 264, 1081, 1932, Guldbækvej 82, 6816, 5655, 75000, Villa"
24/5,2.645.000 kr.,http://www.dba.dk/4160-3-190-24574-1808/id-101607591/,"4160 3, 190, 24574, 1808, Trælløsevej 53, 12090, 10090, 135000, Villa"
24/5,5.600.000 kr.,http://www.dba.dk/8680-6-227-856-2012/id-101607589/,"8680 6, 227, 856, 2012, Haardalen 15, 25582, 21341, 280000, Villa"
